ticker,timestamp,trade_date,sentiment,conviction,status,is_real_judgment,reasoning,current_price,p_3m,chg_3m,p_15m,chg_15m,p_60m,chg_60m,p_3pm,chg_3pm,dir_3m,dir_15m,dir_60m,dir_3pm,score
DEEPAKNTR,2026-05-21T14:07:36,2026-05-21,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,1772.8,1772.1,-0.0395,1771.9,-0.0508,1776.6,0.2144,1766.1,-0.3779,-0.0,-0.0,0.0,-0.0,
MINDACORP,2026-05-21T14:07:36,2026-05-21,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,522.45,521.95,-0.0957,526.1,0.6986,537.6,2.8998,541.0,3.5506,-0.0,0.0,0.0,0.0,
NEULANDLAB,2026-05-21T14:07:36,2026-05-21,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,16516.0,16532.0,0.0969,16565.0,0.2967,16681.0,0.999,16700.0,1.1141,0.0,0.0,0.0,0.0,
RHIM,2026-05-21T14:07:36,2026-05-21,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,407.8,406.4,-0.3433,402.6,-1.2751,399.55,-2.0231,399.0,-2.1579,-0.0,-0.0,-0.0,-0.0,
TRAVELFOOD,2026-05-21T14:07:36,2026-05-21,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,1047.4,1048.7,0.1241,1047.3,-0.0095,1049.0,0.1528,1049.0,0.1528,0.0,-0.0,0.0,0.0,
ZENSARTECH,2026-05-21T14:07:36,2026-05-21,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,489.3,489.85,0.1124,489.35,0.0102,489.55,0.0511,489.7,0.0817,0.0,0.0,0.0,0.0,
EMAMILTD,2026-05-21T14:07:38,2026-05-21,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,411.95,411.9,-0.0121,411.8,-0.0364,419.0,1.7114,416.85,1.1895,-0.0,-0.0,0.0,0.0,
PTCIL,2026-05-21T14:12:47,2026-05-21,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,15794.0,15799.0,0.0317,15761.0,-0.2089,15714.0,-0.5065,15738.0,-0.3546,0.0,-0.0,-0.0,-0.0,
PTCIL,2026-05-21T14:17:47,2026-05-21,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,15779.0,15783.0,0.0254,15768.0,-0.0697,15702.0,-0.488,15738.0,-0.2598,0.0,-0.0,-0.0,-0.0,
INDIAMART,2026-05-21T14:17:49,2026-05-21,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,2026.9,2029.6,0.1332,2030.0,0.1529,2029.9,0.148,2031.1,0.2072,0.0,0.0,0.0,0.0,
AEGISLOG,2026-05-21T14:22:50,2026-05-21,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,728.75,729.85,0.1509,728.0,-0.1029,724.4,-0.5969,729.1,0.048,0.0,-0.0,-0.0,0.0,
MINDACORP,2026-05-21T14:22:50,2026-05-21,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,526.1,526.2,0.019,530.7,0.8744,533.0,1.3115,541.0,2.8322,0.0,0.0,0.0,0.0,
TRAVELFOOD,2026-05-21T14:22:50,2026-05-21,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,1047.3,1050.0,0.2578,1050.0,0.2578,1066.4,1.8237,1049.0,0.1623,0.0,0.0,0.0,0.0,
AADHARHFC,2026-05-21T14:22:51,2026-05-21,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,472.0,472.95,0.2013,473.4,0.2966,472.0,0.0,475.0,0.6356,0.0,0.0,0.0,0.0,
ZYDUSWELL,2026-05-21T14:22:51,2026-05-21,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,497.5,497.35,-0.0302,497.4,-0.0201,494.0,-0.7035,497.25,-0.0503,-0.0,-0.0,-0.0,-0.0,
AADHARHFC,2026-05-21T14:27:52,2026-05-21,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,472.95,473.1,0.0317,474.35,0.296,471.35,-0.3383,475.0,0.4334,0.0,0.0,-0.0,0.0,
AEGISLOG,2026-05-21T14:27:52,2026-05-21,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,730.2,729.0,-0.1643,729.1,-0.1506,725.65,-0.6231,729.1,-0.1506,-0.0,-0.0,-0.0,-0.0,
MINDACORP,2026-05-21T14:27:52,2026-05-21,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,526.15,525.85,-0.057,531.65,1.0453,533.75,1.4445,541.0,2.8224,-0.0,0.0,0.0,0.0,
TRAVELFOOD,2026-05-21T14:27:52,2026-05-21,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,1050.0,1050.0,0.0,1049.8,-0.019,1065.0,1.4286,1049.0,-0.0952,0.0,-0.0,0.0,-0.0,
ZYDUSWELL,2026-05-21T14:27:52,2026-05-21,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,497.55,497.55,0.0,497.25,-0.0603,492.0,-1.1155,497.25,-0.0603,0.0,-0.0,-0.0,-0.0,
EMAMILTD,2026-05-21T14:32:53,2026-05-21,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,413.5,415.15,0.399,413.95,0.1088,,,416.85,0.8102,0.0,0.0,,0.0,
GODIGIT,2026-05-21T14:32:53,2026-05-21,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,310.2,310.05,-0.0484,309.05,-0.3707,,,309.45,-0.2418,-0.0,-0.0,,-0.0,
JBCHEPHARM,2026-05-21T14:32:55,2026-05-21,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,2184.0,2184.8,0.0366,2176.2,-0.3571,,,2178.6,-0.2473,0.0,-0.0,,-0.0,
KEC,2026-05-21T14:32:55,2026-05-21,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,487.15,487.7,0.1129,487.8,0.1334,,,486.75,-0.0821,0.0,0.0,,-0.0,
SOBHA,2026-05-21T14:32:57,2026-05-21,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,1367.9,1369.8,0.1389,1374.0,0.4459,,,1391.9,1.7545,0.0,0.0,,0.0,
JBCHEPHARM,2026-05-21T14:37:57,2026-05-21,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,2184.3,2177.7,-0.3022,2177.1,-0.3296,,,2178.6,-0.261,-0.0,-0.0,,-0.0,
GODIGIT,2026-05-21T14:37:58,2026-05-21,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,310.05,309.55,-0.1613,309.7,-0.1129,,,309.45,-0.1935,-0.0,-0.0,,-0.0,
KEC,2026-05-21T14:37:58,2026-05-21,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,487.1,489.25,0.4414,487.0,-0.0205,,,486.75,-0.0719,0.0,-0.0,,-0.0,
EMAMILTD,2026-05-21T14:37:59,2026-05-21,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,414.2,414.3,0.0241,413.8,-0.0966,,,416.85,0.6398,0.0,-0.0,,0.0,
GODIGIT,2026-05-21T14:43:00,2026-05-21,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,309.3,309.05,-0.0808,309.4,0.0323,,,309.45,0.0485,-0.0,0.0,,0.0,
JBCHEPHARM,2026-05-21T14:43:00,2026-05-21,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,2172.5,2175.7,0.1473,2178.4,0.2716,,,2178.6,0.2808,0.0,0.0,,0.0,
KEC,2026-05-21T14:43:00,2026-05-21,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,489.0,488.15,-0.1738,486.95,-0.4192,,,486.75,-0.4601,-0.0,-0.0,,-0.0,
EMAMILTD,2026-05-21T14:43:01,2026-05-21,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,414.15,414.25,0.0241,413.75,-0.0966,,,416.85,0.6519,0.0,-0.0,,0.0,
SOBHA,2026-05-21T14:43:01,2026-05-21,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,1369.2,1373.3,0.2994,1390.5,1.5557,,,1391.9,1.6579,0.0,0.0,,0.0,
INDGN,2026-05-21T14:43:02,2026-05-21,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,511.5,510.9,-0.1173,509.4,-0.4106,,,509.85,-0.3226,-0.0,-0.0,,-0.0,
GODIGIT,2026-05-21T14:48:03,2026-05-21,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,309.05,309.8,0.2427,309.55,0.1618,,,309.45,0.1294,0.0,0.0,,0.0,
EMAMILTD,2026-05-21T14:48:04,2026-05-21,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,413.85,413.8,-0.0121,416.65,0.6766,,,416.85,0.7249,-0.0,0.0,,0.0,
INDGN,2026-05-21T14:48:04,2026-05-21,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,509.85,509.55,-0.0588,509.85,0.0,,,509.85,0.0,-0.0,0.0,,0.0,
JBCHEPHARM,2026-05-21T14:48:04,2026-05-21,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,2176.3,2176.9,0.0276,2176.0,-0.0138,,,2178.6,0.1057,0.0,-0.0,,0.0,
KEC,2026-05-21T14:48:04,2026-05-21,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,487.7,486.3,-0.2871,487.45,-0.0513,,,486.75,-0.1948,-0.0,-0.0,,-0.0,
SOBHA,2026-05-21T14:48:04,2026-05-21,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,1375.0,1375.3,0.0218,1390.0,1.0909,,,1391.9,1.2291,0.0,0.0,,0.0,
EMAMILTD,2026-05-21T14:53:05,2026-05-21,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,414.0,413.8,-0.0483,416.35,0.5676,,,416.85,0.6884,-0.0,0.0,,0.0,
GODIGIT,2026-05-21T14:53:05,2026-05-21,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,309.7,309.15,-0.1776,309.6,-0.0323,,,309.45,-0.0807,-0.0,-0.0,,-0.0,
INDGN,2026-05-21T14:53:05,2026-05-21,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,509.35,508.7,-0.1276,510.4,0.2061,,,509.85,0.0982,-0.0,0.0,,0.0,
JBCHEPHARM,2026-05-21T14:53:05,2026-05-21,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,2178.0,2175.1,-0.1331,2177.1,-0.0413,,,2178.6,0.0275,-0.0,-0.0,,0.0,
KEC,2026-05-21T14:53:05,2026-05-21,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,486.85,487.0,0.0308,486.95,0.0205,,,486.75,-0.0205,0.0,0.0,,-0.0,
SOBHA,2026-05-21T14:53:05,2026-05-21,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,1375.5,1375.3,-0.0145,1391.6,1.1705,,,1391.9,1.1923,-0.0,0.0,,0.0,
EMAMILTD,2026-05-21T14:58:06,2026-05-21,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,413.75,417.0,0.7855,417.05,0.7976,,,416.85,0.7492,0.0,0.0,,0.0,
GODIGIT,2026-05-21T14:58:06,2026-05-21,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,309.4,309.2,-0.0646,309.45,0.0162,,,309.45,0.0162,-0.0,0.0,,0.0,
JBCHEPHARM,2026-05-21T14:58:06,2026-05-21,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,2178.4,2175.0,-0.1561,2180.1,0.078,,,2178.6,0.0092,-0.0,0.0,,0.0,
KEC,2026-05-21T14:58:06,2026-05-21,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,486.95,486.8,-0.0308,487.0,0.0103,,,486.75,-0.0411,-0.0,0.0,,-0.0,
INDGN,2026-05-21T14:58:08,2026-05-21,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,509.4,509.3,-0.0196,509.15,-0.0491,,,509.85,0.0883,-0.0,-0.0,,0.0,
SOBHA,2026-05-21T14:58:08,2026-05-21,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,1390.5,1391.8,0.0935,1390.0,-0.036,,,1391.9,0.1007,0.0,-0.0,,0.0,
KEC,2026-05-21T15:03:08,2026-05-21,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,487.45,486.9,-0.1128,486.75,-0.1436,,,486.75,-0.1436,-0.0,-0.0,,-0.0,
EMAMILTD,2026-05-21T15:03:09,2026-05-21,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,416.65,419.2,0.612,413.95,-0.648,,,416.85,0.048,0.0,-0.0,,0.0,
GODIGIT,2026-05-21T15:03:09,2026-05-21,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,309.55,309.6,0.0162,311.1,0.5007,,,309.45,-0.0323,0.0,0.0,,-0.0,
INDGN,2026-05-21T15:03:09,2026-05-21,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,509.85,510.15,0.0588,508.8,-0.2059,,,509.85,0.0,0.0,-0.0,,0.0,
JBCHEPHARM,2026-05-21T15:03:09,2026-05-21,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,2176.0,2177.3,0.0597,2180.1,0.1884,,,2178.6,0.1195,0.0,0.0,,0.0,
SOBHA,2026-05-21T15:03:09,2026-05-21,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,1390.0,1391.0,0.0719,1390.0,0.0,,,1391.9,0.1367,0.0,0.0,,0.0,
CANFINHOME,2026-05-22T09:35:27,2026-05-22,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,841.05,841.3,0.0297,842.0,0.113,845.0,0.4697,852.3,1.3376,0.0,0.0,0.0,0.0,
ELECON,2026-05-22T09:35:27,2026-05-22,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,528.0,530.25,0.4261,534.5,1.2311,530.3,0.4356,529.7,0.322,0.0,0.0,0.0,0.0,
SUNTV,2026-05-22T09:35:27,2026-05-22,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,487.75,487.7,-0.0103,485.75,-0.41,485.55,-0.4511,486.1,-0.3383,-0.0,-0.0,-0.0,-0.0,
ACMESOLAR,2026-05-22T09:35:28,2026-05-22,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,292.6,292.5,-0.0342,294.6,0.6835,291.4,-0.4101,288.7,-1.3329,-0.0,0.0,-0.0,-0.0,
BRIGADE,2026-05-22T09:35:28,2026-05-22,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,656.8,657.25,0.0685,653.45,-0.51,653.4,-0.5177,671.0,2.162,0.0,-0.0,-0.0,0.0,
HFCL,2026-05-22T09:35:28,2026-05-22,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,147.33,146.93,-0.2715,146.99,-0.2308,145.98,-0.9163,147.87,0.3665,-0.0,-0.0,-0.0,0.0,
HONASA,2026-05-22T09:35:28,2026-05-22,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,388.3,386.5,-0.4636,389.2,0.2318,389.4,0.2833,389.7,0.3605,-0.0,0.0,0.0,0.0,
NH,2026-05-22T09:35:28,2026-05-22,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,1883.3,1888.1,0.2549,1887.0,0.1965,1885.5,0.1168,1868.0,-0.8124,0.0,0.0,0.0,-0.0,
RITES,2026-05-22T09:35:28,2026-05-22,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,203.2,203.2,0.0,202.63,-0.2805,203.12,-0.0394,204.1,0.4429,0.0,-0.0,-0.0,0.0,
SCHNEIDER,2026-05-22T09:35:28,2026-05-22,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,1339.9,1358.7,1.4031,1345.5,0.4179,1318.7,-1.5822,1308.5,-2.3435,0.0,0.0,-0.0,-0.0,
ACMESOLAR,2026-05-22T09:40:29,2026-05-22,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,292.7,294.8,0.7175,292.9,0.0683,291.35,-0.4612,288.7,-1.3666,0.0,0.0,-0.0,-0.0,
BRIGADE,2026-05-22T09:40:29,2026-05-22,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,657.15,655.6,-0.2359,654.8,-0.3576,652.6,-0.6924,671.0,2.1076,-0.0,-0.0,-0.0,0.0,
ELECON,2026-05-22T09:40:29,2026-05-22,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,531.5,531.45,-0.0094,539.2,1.4487,530.1,-0.2634,529.7,-0.3387,-0.0,0.0,-0.0,-0.0,
HFCL,2026-05-22T09:40:29,2026-05-22,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,145.98,146.08,0.0685,146.92,0.6439,146.08,0.0685,147.87,1.2947,0.0,0.0,0.0,0.0,
NH,2026-05-22T09:40:29,2026-05-22,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,1889.1,1890.0,0.0476,1888.1,-0.0529,1885.9,-0.1694,1868.0,-1.1169,0.0,-0.0,-0.0,-0.0,
SUNTV,2026-05-22T09:40:29,2026-05-22,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,486.7,486.05,-0.1336,487.7,0.2055,486.55,-0.0308,486.1,-0.1233,-0.0,0.0,-0.0,-0.0,
CANFINHOME,2026-05-22T09:40:30,2026-05-22,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,841.0,841.25,0.0297,846.95,0.7075,845.0,0.4756,852.3,1.3436,0.0,0.0,0.0,0.0,
HONASA,2026-05-22T09:40:30,2026-05-22,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,387.15,389.0,0.4779,393.25,1.5756,387.15,0.0,389.7,0.6587,0.0,0.0,0.0,0.0,
RITES,2026-05-22T09:40:30,2026-05-22,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,202.97,202.93,-0.0197,203.0,0.0148,203.11,0.069,204.1,0.5567,-0.0,0.0,0.0,0.0,
SCHNEIDER,2026-05-22T09:40:30,2026-05-22,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,1357.2,1358.2,0.0737,1339.6,-1.2968,1315.1,-3.102,1308.5,-3.5883,0.0,-0.0,-0.0,-0.0,
ELECON,2026-05-22T09:45:31,2026-05-22,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,532.3,532.0,-0.0564,536.35,0.7608,532.25,-0.0094,529.7,-0.4884,-0.0,0.0,-0.0,-0.0,
SUNTV,2026-05-22T09:45:31,2026-05-22,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,485.25,485.3,0.0103,486.05,0.1649,487.1,0.3812,486.1,0.1752,0.0,0.0,0.0,0.0,
CENTRALBK,2026-05-22T09:45:33,2026-05-22,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,32.04,32.05,0.0312,32.11,0.2185,32.1,0.1873,31.38,-2.0599,0.0,0.0,0.0,-0.0,
FSL,2026-05-22T09:45:33,2026-05-22,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,257.7,257.6,-0.0388,256.58,-0.4346,260.1,0.9313,266.2,3.2984,-0.0,-0.0,0.0,0.0,
GALLANTT,2026-05-22T09:45:33,2026-05-22,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,694.2,697.9,0.533,693.8,-0.0576,684.0,-1.4693,682.35,-1.707,0.0,-0.0,-0.0,-0.0,
INDIACEM,2026-05-22T09:45:33,2026-05-22,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,407.1,408.35,0.307,407.8,0.1719,405.9,-0.2948,403.25,-0.9457,0.0,0.0,-0.0,-0.0,
JUBLINGREA,2026-05-22T09:45:33,2026-05-22,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,746.0,744.0,-0.2681,743.9,-0.2815,745.8,-0.0268,730.1,-2.1314,-0.0,-0.0,-0.0,-0.0,
SCI,2026-05-22T09:45:33,2026-05-22,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,330.75,330.5,-0.0756,329.55,-0.3628,328.75,-0.6047,316.6,-4.2782,-0.0,-0.0,-0.0,-0.0,
SYNGENE,2026-05-22T09:45:33,2026-05-22,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,464.0,463.85,-0.0323,469.4,1.1638,470.05,1.3039,462.05,-0.4203,-0.0,0.0,0.0,-0.0,
TITAGARH,2026-05-22T09:45:33,2026-05-22,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,759.9,762.6,0.3553,761.15,0.1645,764.0,0.5395,759.55,-0.0461,0.0,0.0,0.0,-0.0,
CENTRALBK,2026-05-22T09:50:34,2026-05-22,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,32.16,32.22,0.1866,32.09,-0.2177,32.07,-0.2799,31.38,-2.4254,0.0,-0.0,-0.0,-0.0,
ELECON,2026-05-22T09:50:34,2026-05-22,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,534.5,536.5,0.3742,532.6,-0.3555,530.15,-0.8138,529.7,-0.898,0.0,-0.0,-0.0,-0.0,
GALLANTT,2026-05-22T09:50:34,2026-05-22,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,692.0,686.2,-0.8382,686.7,-0.7659,686.3,-0.8237,682.35,-1.3945,-0.0,-0.0,-0.0,-0.0,
INDIACEM,2026-05-22T09:50:34,2026-05-22,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,408.0,408.3,0.0735,407.3,-0.1716,405.3,-0.6618,403.25,-1.1642,0.0,-0.0,-0.0,-0.0,
JUBLINGREA,2026-05-22T09:50:34,2026-05-22,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,744.05,746.6,0.3427,742.65,-0.1882,744.0,-0.0067,730.1,-1.8749,0.0,-0.0,-0.0,-0.0,
SUNTV,2026-05-22T09:50:34,2026-05-22,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,485.75,487.95,0.4529,486.5,0.1544,487.15,0.2882,486.1,0.0721,0.0,0.0,0.0,0.0,
TITAGARH,2026-05-22T09:50:34,2026-05-22,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,762.15,763.55,0.1837,760.35,-0.2362,763.8,0.2165,759.55,-0.3411,0.0,-0.0,0.0,-0.0,
FSL,2026-05-22T09:50:35,2026-05-22,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,257.89,257.72,-0.0659,259.9,0.7794,260.0,0.8182,266.2,3.2223,-0.0,0.0,0.0,0.0,
SCI,2026-05-22T09:50:35,2026-05-22,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,330.35,330.3,-0.0151,329.3,-0.3178,328.0,-0.7114,316.6,-4.1623,-0.0,-0.0,-0.0,-0.0,
SYNGENE,2026-05-22T09:50:35,2026-05-22,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,469.75,468.55,-0.2555,468.45,-0.2767,470.0,0.0532,462.05,-1.6392,-0.0,-0.0,0.0,-0.0,
GALLANTT,2026-05-22T09:55:35,2026-05-22,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,689.2,691.9,0.3918,689.05,-0.0218,685.0,-0.6094,682.35,-0.9939,0.0,-0.0,-0.0,-0.0,
ELECON,2026-05-22T09:55:36,2026-05-22,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,539.2,537.45,-0.3246,531.8,-1.3724,530.5,-1.6135,529.7,-1.7619,-0.0,-0.0,-0.0,-0.0,
BLS,2026-05-22T09:55:37,2026-05-22,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,271.75,271.5,-0.092,272.55,0.2944,273.35,0.5888,268.5,-1.196,-0.0,0.0,0.0,-0.0,
CCL,2026-05-22T09:55:37,2026-05-22,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,1134.0,1132.6,-0.1235,1122.0,-1.0582,1087.0,-4.1446,1061.2,-6.4198,-0.0,-0.0,-0.0,-0.0,
GPIL,2026-05-22T09:55:37,2026-05-22,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,289.4,289.5,0.0346,288.4,-0.3455,290.4,0.3455,291.65,0.7775,0.0,-0.0,0.0,0.0,
SWANCORP,2026-05-22T09:55:37,2026-05-22,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,320.65,321.7,0.3275,319.85,-0.2495,320.05,-0.1871,318.0,-0.8264,0.0,-0.0,-0.0,-0.0,
BLS,2026-05-22T10:00:38,2026-05-22,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,271.3,270.8,-0.1843,272.55,0.4607,272.7,0.516,268.5,-1.0321,-0.0,0.0,0.0,-0.0,
CCL,2026-05-22T10:00:38,2026-05-22,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,1133.7,1133.2,-0.0441,1118.1,-1.376,1081.9,-4.5691,1061.2,-6.395,-0.0,-0.0,-0.0,-0.0,
ELECON,2026-05-22T10:00:38,2026-05-22,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,536.35,533.7,-0.4941,533.45,-0.5407,531.4,-0.9229,529.7,-1.2399,-0.0,-0.0,-0.0,-0.0,
GALLANTT,2026-05-22T10:00:38,2026-05-22,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,693.8,689.85,-0.5693,687.7,-0.8792,687.45,-0.9152,682.35,-1.6503,-0.0,-0.0,-0.0,-0.0,
GPIL,2026-05-22T10:00:38,2026-05-22,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,289.4,289.25,-0.0518,288.7,-0.2419,291.05,0.5701,291.65,0.7775,-0.0,-0.0,0.0,0.0,
SWANCORP,2026-05-22T10:00:38,2026-05-22,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,321.0,321.15,0.0467,320.5,-0.1558,319.7,-0.405,318.0,-0.9346,0.0,-0.0,-0.0,-0.0,
ELECON,2026-05-22T10:05:39,2026-05-22,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,532.6,534.0,0.2629,531.85,-0.1408,533.2,0.1127,529.7,-0.5445,0.0,-0.0,0.0,-0.0,
RKFORGE,2026-05-22T10:05:40,2026-05-22,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,555.4,556.3,0.162,556.4,0.1801,553.0,-0.4321,557.1,0.3061,0.0,0.0,-0.0,0.0,
CRAFTSMAN,2026-05-22T10:05:41,2026-05-22,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,8615.0,8611.5,-0.0406,8613.0,-0.0232,8607.5,-0.0871,8710.0,1.1027,-0.0,-0.0,-0.0,0.0,
CRAFTSMAN,2026-05-22T10:10:41,2026-05-22,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,8616.5,8619.0,0.029,8614.5,-0.0232,8610.0,-0.0754,8710.0,1.0851,0.0,-0.0,-0.0,0.0,
ELECON,2026-05-22T10:10:41,2026-05-22,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,531.8,534.1,0.4325,533.2,0.2633,535.9,0.771,529.7,-0.3949,0.0,0.0,0.0,-0.0,
RKFORGE,2026-05-22T10:10:41,2026-05-22,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,556.8,555.35,-0.2604,557.0,0.0359,556.0,-0.1437,557.1,0.0539,-0.0,0.0,-0.0,0.0,
KPIL,2026-05-22T10:15:43,2026-05-22,NEUTRAL,NEUTRAL,FALLBACK,False,parsing_failed,1313.9,1308.0,-0.449,1302.1,-0.8981,1295.5,-1.4004,1267.0,-3.5695,-0.0,-0.0,-0.0,-0.0,
